Year,Province,Pathogen,Antibiotic,Hospital_ID,Samples_Tested,Resistant_Isolates,Resistance_Rate,Population,GDP_Per_Capita,Healthcare_Expenditure
2021,Balochistan,S.pneumoniae,Ampicillin,H026,168,40,23.809523809523807,12000000,1727.7183207683265,2.9904169231886044
2022,Balochistan,S.pneumoniae,Ampicillin,H042,219,34,15.52511415525114,12000000,1459.9365158937871,2.7963195285992697
2023,Balochistan,S.pneumoniae,Ampicillin,H049,129,15,11.627906976744185,12000000,1450.2480546478182,3.7814873141469434
2024,Balochistan,S.pneumoniae,Ampicillin,H017,929,347,37.35199138858988,12000000,1367.727867141366,3.9217932067112997
2015,Islamabad,S.pneumoniae,Ampicillin,H029,727,100,13.75515818431912,2000000,1481.0020952951163,2.6778388811508194
2016,Islamabad,S.pneumoniae,Ampicillin,H026,679,48,7.069219440353461,2000000,1688.2658254355192,3.1744200937682763
2017,Islamabad,S.pneumoniae,Ampicillin,H027,679,165,24.30044182621502,2000000,1312.699836306274,3.199528461904265
2018,Islamabad,S.pneumoniae,Ampicillin,H021,195,48,24.615384615384617,2000000,1723.6307229381055,3.848427828284912
2019,Islamabad,S.pneumoniae,Ampicillin,H007,703,138,19.630156472261735,2000000,1711.8673108052462,2.670302262180485
2020,Islamabad,S.pneumoniae,Ampicillin,H026,568,60,10.56338028169014,2000000,1504.6535630710423,3.3568389012943953
2021,Islamabad,S.pneumoniae,Ampicillin,H041,791,150,18.963337547408344,2000000,1591.2889966741204,3.8508776989765465
2022,Islamabad,S.pneumoniae,Ampicillin,H020,169,26,15.384615384615385,2000000,1799.6793831232935,2.9658875388558954
2023,Islamabad,S.pneumoniae,Ampicillin,H006,909,201,22.112211221122113,2000000,1584.3568156007677,2.9867800856009126
2024,Islamabad,S.pneumoniae,Ampicillin,H050,375,38,10.133333333333333,2000000,1499.2835319601,3.805381266749464
2015,Punjab,E.coli,Ciprofloxacin,H030,862,173,20.069605568445475,110000000,1388.9493108261377,2.9930106692481786
2016,Punjab,E.coli,Ciprofloxacin,H031,564,34,6.028368794326241,110000000,1798.9627221599221,2.6885518544586375
2017,Punjab,E.coli,Ciprofloxacin,H029,174,21,12.068965517241379,110000000,1339.274641731754,3.0343321460532025
2018,Punjab,E.coli,Ciprofloxacin,H017,395,38,9.620253164556962,110000000,1468.0493559222668,3.8960487792501226
2019,Punjab,E.coli,Ciprofloxacin,H037,504,85,16.865079365079367,110000000,1358.9628368150443,3.8127678231103346
2020,Punjab,E.coli,Ciprofloxacin,H020,840,88,10.476190476190476,110000000,1234.8752124700695,3.730325043667108
2021,Punjab,E.coli,Ciprofloxacin,H035,835,173,20.718562874251496,110000000,1773.51448321715,2.532658031093888
2022,Punjab,E.coli,Ciprofloxacin,H025,157,32,20.382165605095544,110000000,1246.2674043606967,3.4468553016195074
2023,Punjab,E.coli,Ciprofloxacin,H046,182,46,25.274725274725274,110000000,1479.6507376246154,3.671374449506402
2024,Punjab,E.coli,Ciprofloxacin,H033,398,137,34.42211055276382,110000000,1315.0492819491774,3.5758668339112774
2015,Sindh,E.coli,Ciprofloxacin,H002,868,150,17.28110599078341,48000000,1788.7067531235516,2.778678745031357
2016,Sindh,E.coli,Ciprofloxacin,H004,773,150,19.404915912031047,48000000,1758.2104156259447,3.371011953568086
2017,Sindh,E.coli,Ciprofloxacin,H010,175,31,17.71428571428571,48000000,1511.5929887630045,3.1206829550210387
2018,Sindh,E.coli,Ciprofloxacin,H033,678,78,11.504424778761061,48000000,1773.4477244317532,2.9911339950049296
2019,Sindh,E.coli,Ciprofloxacin,H005,915,113,12.349726775956285,48000000,1623.8732988014817,3.1312406109645963
2020,Sindh,E.coli,Ciprofloxacin,H025,631,74,11.727416798732172,48000000,1592.7243813872337,3.0484021295560524
2021,Sindh,E.coli,Ciprofloxacin,H008,355,104,29.295774647887324,48000000,1332.897470612079,3.806060452014208
2022,Sindh,E.coli,Ciprofloxacin,H025,701,152,21.683309557774606,48000000,1572.688351990655,2.909464610973373
2023,Sindh,E.coli,Ciprofloxacin,H021,231,97,41.99134199134199,48000000,1726.5602256171405,3.0899835826130584
2024,Sindh,E.coli,Ciprofloxacin,H045,103,27,26.21359223300971,48000000,1377.389548625797,3.838399892905727
2015,KPK,E.coli,Ciprofloxacin,H018,829,113,13.630880579010856,35000000,1414.0953361988068,3.734589888365008
2016,KPK,E.coli,Ciprofloxacin,H042,316,40,12.658227848101266,35000000,1349.5835420675576,3.588366389274597
2017,KPK,E.coli,Ciprofloxacin,H031,864,165,19.09722222222222,35000000,1616.9924353715032,3.1597461057826877
2018,KPK,E.coli,Ciprofloxacin,H006,180,46,25.555555555555554,35000000,1341.84511131607,3.185060254181735
2019,KPK,E.coli,Ciprofloxacin,H007,824,53,6.432038834951456,35000000,1258.8946988806129,3.220652244752273
2020,KPK,E.coli,Ciprofloxacin,H041,647,117,18.083462132921174,35000000,1315.1999713853002,2.6910721100866795
2021,KPK,E.coli,Ciprofloxacin,H048,756,159,21.03174603174603,35000000,1643.0681363213807,2.929124803864397
2022,KPK,E.coli,Ciprofloxacin,H017,522,152,29.118773946360154,35000000,1376.775154005736,3.438191497582011
2023,KPK,E.coli,Ciprofloxacin,H045,348,147,42.241379310344826,35000000,1600.9319689124823,3.532439991715364
2024,KPK,E.coli,Ciprofloxacin,H028,158,69,43.67088607594937,35000000,1360.0465248338878,2.735613970668055
2015,Balochistan,E.coli,Ciprofloxacin,H040,680,104,15.294117647058824,12000000,1206.8025426473469,3.7001314740628004
2016,Balochistan,E.coli,Ciprofloxacin,H007,832,122,14.663461538461538,12000000,1620.862092403695,2.7958220867440104
2017,Balochistan,E.coli,Ciprofloxacin,H020,236,88,37.28813559322034,12000000,1325.0925425905734,3.3089514285093173
2018,Balochistan,E.coli,Ciprofloxacin,H018,898,189,21.046770601336302,12000000,1667.7556774578989,3.968896463396959
2019,Balochistan,E.coli,Ciprofloxacin,H029,297,30,10.1010101010101,12000000,1291.4139329921454,3.1255365477409214
2020,Balochistan,E.coli,Ciprofloxacin,H017,396,50,12.626262626262626,12000000,1767.3315724823624,2.6220398916630074
2021,Balochistan,E.coli,Ciprofloxacin,H033,514,119,23.151750972762645,12000000,1690.246136393398,2.7547266052570194
2022,Balochistan,E.coli,Ciprofloxacin,H002,646,199,30.804953560371516,12000000,1204.3021239805967,2.782929230830632
2023,Balochistan,E.coli,Ciprofloxacin,H049,172,34,19.767441860465116,12000000,1628.0197096522897,2.5434937765821815
2024,Balochistan,E.coli,Ciprofloxacin,H002,916,300,32.751091703056765,12000000,1613.8453081715852,2.9210283474531025
2015,Islamabad,E.coli,Ciprofloxacin,H013,350,30,8.571428571428571,2000000,1325.6059588864446,3.0459543236065656
2016,Islamabad,E.coli,Ciprofloxacin,H024,693,104,15.007215007215008,2000000,1425.0388812739402,2.913503837538883
2017,Islamabad,E.coli,Ciprofloxacin,H049,432,60,13.88888888888889,2000000,1449.5988856069744,2.6790146358544007
2018,Islamabad,E.coli,Ciprofloxacin,H003,463,124,26.78185745140389,2000000,1436.9815186131746,2.695274851168506
2019,Islamabad,E.coli,Ciprofloxacin,H018,274,83,30.29197080291971,2000000,1669.5072686299682,3.808176099555567
2020,Islamabad,E.coli,Ciprofloxacin,H002,704,121,17.1875,2000000,1230.1954018883407,3.138318888610229
2021,Islamabad,E.coli,Ciprofloxacin,H037,333,79,23.723723723723726,2000000,1232.6077703386545,2.6503597755217925
2022,Islamabad,E.coli,Ciprofloxacin,H012,920,210,22.82608695652174,2000000,1492.1315477695316,2.7244378553004935
2023,Islamabad,E.coli,Ciprofloxacin,H013,371,127,34.23180592991914,2000000,1507.1599267423153,3.8361930404789746
2024,Islamabad,E.coli,Ciprofloxacin,H042,242,69,28.512396694214875,2000000,1331.3234355300665,3.8654149648500606
2015,Punjab,K.pneumoniae,Ciprofloxacin,H006,446,44,9.865470852017937,110000000,1566.5640011429787,3.763492779689841
2016,Punjab,K.pneumoniae,Ciprofloxacin,H042,249,35,14.056224899598394,110000000,1583.3937779534608,3.3237242971081287
2017,Punjab,K.pneumoniae,Ciprofloxacin,H042,235,21,8.936170212765958,110000000,1599.2802929598838,2.8973116081906483
2018,Punjab,K.pneumoniae,Ciprofloxacin,H038,420,42,10,110000000,1279.737120307982,3.706891862442717
2019,Punjab,K.pneumoniae,Ciprofloxacin,H048,313,49,15.654952076677317,110000000,1285.551645141095,2.5996434369590133
2020,Punjab,K.pneumoniae,Ciprofloxacin,H016,297,58,19.52861952861953,110000000,1799.829309526831,2.619920555735007
2021,Punjab,K.pneumoniae,Ciprofloxacin,H035,872,213,24.426605504587158,110000000,1352.574482280761,2.917453415109776
2022,Punjab,K.pneumoniae,Ciprofloxacin,H036,573,117,20.418848167539267,110000000,1330.24694127962,3.2413489745231345
2023,Punjab,K.pneumoniae,Ciprofloxacin,H027,620,262,42.25806451612903,110000000,1602.6277881581336,3.784054244752042
2024,Punjab,K.pneumoniae,Ciprofloxacin,H027,898,145,16.14699331848552,110000000,1433.3362845238298,3.56098176445812
2015,Sindh,K.pneumoniae,Ciprofloxacin,H035,166,22,13.253012048192772,48000000,1542.5798765849322,3.123675104114227
2016,Sindh,K.pneumoniae,Ciprofloxacin,H023,524,49,9.351145038167939,48000000,1265.7478432171047,3.3086175322532654
2017,Sindh,K.pneumoniae,Ciprofloxacin,H003,131,25,19.083969465648856,48000000,1677.3757855407894,2.714893875992857
2018,Sindh,K.pneumoniae,Ciprofloxacin,H031,408,66,16.176470588235293,48000000,1423.515039961785,3.2605295227840543
2019,Sindh,K.pneumoniae,Ciprofloxacin,H048,122,19,15.573770491803279,48000000,1700.856512133032,2.6688010270008817
2020,Sindh,K.pneumoniae,Ciprofloxacin,H002,693,151,21.78932178932179,48000000,1790.1534169446677,2.7257539150305092
2021,Sindh,K.pneumoniae,Ciprofloxacin,H047,413,43,10.411622276029057,48000000,1534.3779736664146,3.8459439141443
2022,Sindh,K.pneumoniae,Ciprofloxacin,H023,506,104,20.55335968379447,48000000,1409.65082840994,2.897150692064315
2023,Sindh,K.pneumoniae,Ciprofloxacin,H003,604,257,42.549668874172184,48000000,1778.0898828059435,3.6255737374303862
2024,Sindh,K.pneumoniae,Ciprofloxacin,H009,214,44,20.5607476635514,48000000,1637.4819686170667,3.01416248222813
2015,KPK,K.pneumoniae,Ciprofloxacin,H039,892,166,18.609865470852018,35000000,1536.6035336628556,3.45348212053068
2016,KPK,K.pneumoniae,Ciprofloxacin,H030,393,25,6.361323155216285,35000000,1304.1991617064923,2.8167536959517747
2017,KPK,K.pneumoniae,Ciprofloxacin,H031,641,129,20.12480499219969,35000000,1585.0924910511822,3.583174523548223
2018,KPK,K.pneumoniae,Ciprofloxacin,H030,777,142,18.275418275418275,35000000,1762.8120759967715,3.666263361577876
2019,KPK,K.pneumoniae,Ciprofloxacin,H009,743,154,20.72678331090175,35000000,1600.1011680811644,3.9395522840786725
2020,KPK,K.pneumoniae,Ciprofloxacin,H036,601,108,17.970049916805326,35000000,1608.1400502473116,3.9411449116887525
2021,KPK,K.pneumoniae,Ciprofloxacin,H034,820,206,25.121951219512194,35000000,1276.2981893029064,3.1991220408817753
2022,KPK,K.pneumoniae,Ciprofloxacin,H022,983,372,37.843336724313325,35000000,1342.0801671221852,3.8586629520868883
2023,KPK,K.pneumoniae,Ciprofloxacin,H044,681,132,19.383259911894275,35000000,1533.506475482136,3.511410231119953
2024,KPK,K.pneumoniae,Ciprofloxacin,H041,253,49,19.367588932806324,35000000,1554.6747880987823,3.495691124931909
2015,Balochistan,K.pneumoniae,Ciprofloxacin,H028,138,21,15.217391304347828,12000000,1424.5745392050594,3.476658051018603
2016,Balochistan,K.pneumoniae,Ciprofloxacin,H029,451,54,11.973392461197339,12000000,1409.6571346744895,3.1793678934918717
2017,Balochistan,K.pneumoniae,Ciprofloxacin,H043,737,196,26.594301221166894,12000000,1547.4465250968933,3.271194170927629
2018,Balochistan,K.pneumoniae,Ciprofloxacin,H039,842,154,18.28978622327791,12000000,1616.713022114709,3.576541520887986
2019,Balochistan,K.pneumoniae,Ciprofloxacin,H045,430,87,20.232558139534884,12000000,1496.1872674059123,3.1050305474782363
2020,Balochistan,K.pneumoniae,Ciprofloxacin,H037,760,113,14.868421052631579,12000000,1325.4861168097705,2.8227531416341662
2021,Balochistan,K.pneumoniae,Ciprofloxacin,H043,452,155,34.292035398230084,12000000,1405.0558695103973,3.1184494415065274
2022,Balochistan,K.pneumoniae,Ciprofloxacin,H033,726,252,34.710743801652896,12000000,1607.037106063217,3.406695009325631
2023,Balochistan,K.pneumoniae,Ciprofloxacin,H019,427,46,10.772833723653395,12000000,1272.4510297179222,3.202405934687704
2024,Balochistan,K.pneumoniae,Ciprofloxacin,H012,116,52,44.827586206896555,12000000,1765.9857572056353,3.3491574353538454
2015,Islamabad,K.pneumoniae,Ciprofloxacin,H034,479,42,8.768267223382047,2000000,1299.7150417417288,3.1030852446565405
2016,Islamabad,K.pneumoniae,Ciprofloxacin,H021,961,86,8.949011446409989,2000000,1737.9975460935384,2.5142694249516353
2017,Islamabad,K.pneumoniae,Ciprofloxacin,H017,945,107,11.322751322751323,2000000,1210.138926655054,2.795845160726458
2018,Islamabad,K.pneumoniae,Ciprofloxacin,H012,507,54,10.650887573964498,2000000,1571.8884409870952,3.9565931035904214
2019,Islamabad,K.pneumoniae,Ciprofloxacin,H030,234,51,21.794871794871796,2000000,1565.6958648003638,3.5553709691157565
2020,Islamabad,K.pneumoniae,Ciprofloxacin,H035,294,31,10.54421768707483,2000000,1578.4129246138036,2.637253261054866
2021,Islamabad,K.pneumoniae,Ciprofloxacin,H030,827,113,13.663845223700122,2000000,1462.749560829252,3.5168304932303727
2022,Islamabad,K.pneumoniae,Ciprofloxacin,H025,306,48,15.686274509803921,2000000,1597.983652772382,2.5064819391118363
2023,Islamabad,K.pneumoniae,Ciprofloxacin,H050,574,174,30.313588850174217,2000000,1643.5893912333995,2.888617693562992
2024,Islamabad,K.pneumoniae,Ciprofloxacin,H047,379,72,18.997361477572557,2000000,1689.3050639424473,3.24979506037198
2015,Punjab,S.aureus,Ciprofloxacin,H003,698,82,11.74785100286533,110000000,1565.7712946645916,2.928885720204562
2016,Punjab,S.aureus,Ciprofloxacin,H018,988,117,11.842105263157894,110000000,1590.1348155923188,3.314153568004258
2017,Punjab,S.aureus,Ciprofloxacin,H032,145,22,15.172413793103448,110000000,1352.220375649631,3.4601850219769403
2018,Punjab,S.aureus,Ciprofloxacin,H017,126,6,4.761904761904762,110000000,1636.663527879864,3.2452094894833863
2019,Punjab,S.aureus,Ciprofloxacin,H038,495,151,30.50505050505051,110000000,1367.98298349604,3.6260636418592185
2020,Punjab,S.aureus,Ciprofloxacin,H042,148,23,15.54054054054054,110000000,1642.9210893809795,3.333839562139474
2021,Punjab,S.aureus,Ciprofloxacin,H040,235,40,17.02127659574468,110000000,1258.0349646974355,3.8023294982267544
2022,Punjab,S.aureus,Ciprofloxacin,H042,324,116,35.80246913580247,110000000,1554.0580479428172,2.677034628111869
2023,Punjab,S.aureus,Ciprofloxacin,H032,953,228,23.92444910807975,110000000,1331.8441829178482,3.7223735955776647
2024,Punjab,S.aureus,Ciprofloxacin,H026,709,117,16.502115655853313,110000000,1658.6254986003041,3.5848616735311225
2015,Sindh,S.aureus,Ciprofloxacin,H013,1000,74,7.3999999999999995,48000000,1795.6644544377923,3.9514698203420267
2016,Sindh,S.aureus,Ciprofloxacin,H020,989,157,15.874620829120323,48000000,1513.8370224740356,3.874468727852218
2017,Sindh,S.aureus,Ciprofloxacin,H038,176,10,5.681818181818182,48000000,1649.5676738675684,2.673163664760068
2018,Sindh,S.aureus,Ciprofloxacin,H020,822,224,27.25060827250608,48000000,1706.4361890312284,2.8012162224622443
2019,Sindh,S.aureus,Ciprofloxacin,H029,706,87,12.322946175637393,48000000,1264.795072004199,3.4834435906959698
2020,Sindh,S.aureus,Ciprofloxacin,H020,119,9,7.563025210084033,48000000,1400.540439086035,3.4302246914012358
2021,Sindh,S.aureus,Ciprofloxacin,H030,768,77,10.026041666666668,48000000,1208.0798390787095,3.974633922218345
2022,Sindh,S.aureus,Ciprofloxacin,H041,283,45,15.901060070671377,48000000,1546.0934277623892,3.0898507671663538
2023,Sindh,S.aureus,Ciprofloxacin,H048,345,89,25.79710144927536,48000000,1362.2490815352648,3.951152370776981
2024,Sindh,S.aureus,Ciprofloxacin,H008,236,21,8.898305084745763,48000000,1507.7694204635918,3.2136472839629278
2015,KPK,S.aureus,Ciprofloxacin,H039,819,74,9.035409035409035,35000000,1612.0381409302354,2.9646769238170236
2016,KPK,S.aureus,Ciprofloxacin,H010,824,98,11.893203883495145,35000000,1284.826025320217,3.7530932759400457
2017,KPK,S.aureus,Ciprofloxacin,H017,324,22,6.790123456790123,35000000,1567.2866189852357,3.3937901449389756
2018,KPK,S.aureus,Ciprofloxacin,H018,354,52,14.689265536723164,35000000,1730.8213162701577,3.4141072757774964
2019,KPK,S.aureus,Ciprofloxacin,H040,660,40,6.0606060606060606,35000000,1360.1918044500053,3.463495967327617
2020,KPK,S.aureus,Ciprofloxacin,H042,653,52,7.9632465543644715,35000000,1273.5178643837571,3.959965653484687
2021,KPK,S.aureus,Ciprofloxacin,H011,556,200,35.97122302158273,35000000,1348.43352525495,3.2702628052793443
2022,KPK,S.aureus,Ciprofloxacin,H049,750,275,36.666666666666664,35000000,1742.4453432206064,3.0547523788409308
2023,KPK,S.aureus,Ciprofloxacin,H044,676,205,30.325443786982248,35000000,1566.254964703694,2.767592159914784
2024,KPK,S.aureus,Ciprofloxacin,H002,453,250,55.18763796909493,35000000,1285.5930441990495,3.8962334629613906
2015,Balochistan,S.aureus,Ciprofloxacin,H019,302,26,8.609271523178808,12000000,1624.097577156499,3.004370711860247
2016,Balochistan,S.aureus,Ciprofloxacin,H013,572,170,29.72027972027972,12000000,1297.8176159318537,2.9864782529184595
2017,Balochistan,S.aureus,Ciprofloxacin,H013,212,20,9.433962264150944,12000000,1798.9224810618907,3.8175348066724837
2018,Balochistan,S.aureus,Ciprofloxacin,H031,417,88,21.103117505995204,12000000,1683.2101601175964,3.112798257614486
2019,Balochistan,S.aureus,Ciprofloxacin,H030,610,43,7.049180327868852,12000000,1452.631731145084,3.9690992094110698
2020,Balochistan,S.aureus,Ciprofloxacin,H022,341,75,21.994134897360702,12000000,1480.454865982756,3.0576841848669574
2021,Balochistan,S.aureus,Ciprofloxacin,H030,322,26,8.074534161490684,12000000,1433.9552306570113,3.424170927493833
2022,Balochistan,S.aureus,Ciprofloxacin,H010,625,65,10.4,12000000,1219.502933230251,3.4199337095487863
2023,Balochistan,S.aureus,Ciprofloxacin,H016,331,50,15.105740181268882,12000000,1596.214841818437,2.6602499389555305
2024,Balochistan,S.aureus,Ciprofloxacin,H005,955,201,21.047120418848166,12000000,1760.180800454691,3.5193751342594624
2015,Islamabad,S.aureus,Ciprofloxacin,H036,136,15,11.029411764705882,2000000,1354.8392719589174,2.5015689162537456
2016,Islamabad,S.aureus,Ciprofloxacin,H050,972,101,10.390946502057613,2000000,1203.848197683692,3.3365622278070077
2017,Islamabad,S.aureus,Ciprofloxacin,H033,704,193,27.41477272727273,2000000,1693.2712877634913,3.3091755193891004
2018,Islamabad,S.aureus,Ciprofloxacin,H016,237,56,23.628691983122362,2000000,1346.582116233185,3.588283034740016
2019,Islamabad,S.aureus,Ciprofloxacin,H028,148,47,31.756756756756754,2000000,1259.0152911376208,3.0069230209337547
2020,Islamabad,S.aureus,Ciprofloxacin,H049,663,114,17.194570135746606,2000000,1238.5277149267495,2.8256907587638125
2021,Islamabad,S.aureus,Ciprofloxacin,H012,761,134,17.608409986859396,2000000,1533.3767938893288,2.8073978477623314
2022,Islamabad,S.aureus,Ciprofloxacin,H028,783,157,20.051085568326947,2000000,1371.017113281414,3.10839984100312
2023,Islamabad,S.aureus,Ciprofloxacin,H002,866,278,32.10161662817552,2000000,1215.8284233883023,2.5680733140325174
2024,Islamabad,S.aureus,Ciprofloxacin,H050,878,202,23.006833712984054,2000000,1521.1993992794305,3.6142645974177867
2015,Punjab,A.baumannii,Ciprofloxacin,H012,373,20,5.361930294906166,110000000,1628.7327272817492,3.854882075334899
2016,Punjab,A.baumannii,Ciprofloxacin,H047,738,124,16.802168021680217,110000000,1421.6178341768682,3.7755748949712142
2017,Punjab,A.baumannii,Ciprofloxacin,H006,239,7,2.928870292887029,110000000,1446.8264469411224,2.934283686801791
2018,Punjab,A.baumannii,Ciprofloxacin,H016,298,42,14.093959731543624,110000000,1368.8062752597034,3.448670394020155
2019,Punjab,A.baumannii,Ciprofloxacin,H015,998,107,10.721442885771543,110000000,1762.752006109804,2.7648918920895085
2020,Punjab,A.baumannii,Ciprofloxacin,H019,542,101,18.634686346863468,110000000,1460.9675577376038,3.6414380475180224
2021,Punjab,A.baumannii,Ciprofloxacin,H003,785,190,24.203821656050955,110000000,1285.6130158994347,3.7359252959722653
2022,Punjab,A.baumannii,Ciprofloxacin,H046,949,209,22.0231822971549,110000000,1563.659284869209,3.6993444189429283
2023,Punjab,A.baumannii,Ciprofloxacin,H033,290,88,30.344827586206897,110000000,1268.0628343485296,3.6544481680030003
2024,Punjab,A.baumannii,Ciprofloxacin,H033,979,259,26.455566905005107,110000000,1317.6392316352576,3.593260260531679
2015,Sindh,A.baumannii,Ciprofloxacin,H048,916,83,9.06113537117904,48000000,1744.8778519872576,3.4511170994956046
2016,Sindh,A.baumannii,Ciprofloxacin,H011,937,91,9.711846318036287,48000000,1211.3999595399946,3.117232749937102
2017,Sindh,A.baumannii,Ciprofloxacin,H036,129,17,13.178294573643413,48000000,1528.74596840702,3.1206369600258768
2018,Sindh,A.baumannii,Ciprofloxacin,H044,297,99,33.33333333333333,48000000,1306.3578269910067,3.1520953102735803
2019,Sindh,A.baumannii,Ciprofloxacin,H045,903,70,7.751937984496124,48000000,1223.6660925205797,3.0990818940335885
2020,Sindh,A.baumannii,Ciprofloxacin,H010,280,51,18.21428571428571,48000000,1217.0590813737363,3.599540558643639
2021,Sindh,A.baumannii,Ciprofloxacin,H042,768,116,15.104166666666666,48000000,1655.4901162628084,3.450945917633362
2022,Sindh,A.baumannii,Ciprofloxacin,H024,904,147,16.261061946902654,48000000,1642.4377455376089,2.986624849960208
2023,Sindh,A.baumannii,Ciprofloxacin,H028,288,85,29.51388888888889,48000000,1322.1750010270625,3.0084915991174057
2024,Sindh,A.baumannii,Ciprofloxacin,H039,977,224,22.92732855680655,48000000,1781.5614498686045,3.171247855294496
2015,KPK,A.baumannii,Ciprofloxacin,H018,525,123,23.42857142857143,35000000,1593.8164081424475,2.9428443347569555
2016,KPK,A.baumannii,Ciprofloxacin,H017,281,28,9.9644128113879,35000000,1275.605355296284,3.1951385309221223
2017,KPK,A.baumannii,Ciprofloxacin,H020,525,30,5.714285714285714,35000000,1711.720277974382,3.894102996913716
2018,KPK,A.baumannii,Ciprofloxacin,H009,282,23,8.156028368794328,35000000,1312.7765462268144,2.5844169401098043
2019,KPK,A.baumannii,Ciprofloxacin,H011,145,18,12.413793103448276,35000000,1493.4652164112777,2.7146373034920543
2020,KPK,A.baumannii,Ciprofloxacin,H044,512,125,24.4140625,35000000,1314.3850387539715,3.4463222324848175
2021,KPK,A.baumannii,Ciprofloxacin,H008,594,111,18.68686868686869,35000000,1635.4740925133228,2.7371347506996244
2022,KPK,A.baumannii,Ciprofloxacin,H050,662,173,26.132930513595166,35000000,1670.859492989257,3.5734952107304707
2023,KPK,A.baumannii,Ciprofloxacin,H005,643,168,26.127527216174183,35000000,1767.6620716229081,2.7225162910763174
2024,KPK,A.baumannii,Ciprofloxacin,H029,996,344,34.53815261044177,35000000,1507.5016058050096,3.2134576682001352
2015,Balochistan,A.baumannii,Ciprofloxacin,H050,773,143,18.499353169469597,12000000,1368.4216403402388,2.9199758716858923
2016,Balochistan,A.baumannii,Ciprofloxacin,H006,818,157,19.193154034229828,12000000,1612.5364093109965,3.94539816561155
2017,Balochistan,A.baumannii,Ciprofloxacin,H010,365,33,9.04109589041096,12000000,1313.0843287333846,3.574313486693427
2018,Balochistan,A.baumannii,Ciprofloxacin,H026,936,99,10.576923076923077,12000000,1667.871460178867,3.1453486919635907
2019,Balochistan,A.baumannii,Ciprofloxacin,H009,872,183,20.98623853211009,12000000,1638.6151403188705,3.072116489056498
2020,Balochistan,A.baumannii,Ciprofloxacin,H011,282,75,26.595744680851062,12000000,1558.7212862446904,3.577956523397006
2021,Balochistan,A.baumannii,Ciprofloxacin,H006,564,71,12.588652482269502,12000000,1543.2825052645057,2.874466346227564
2022,Balochistan,A.baumannii,Ciprofloxacin,H032,852,248,29.107981220657276,12000000,1603.7175882607698,3.554266158142127
2023,Balochistan,A.baumannii,Ciprofloxacin,H012,733,132,18.00818553888131,12000000,1551.875678356737,3.0509155916515738
2024,Balochistan,A.baumannii,Ciprofloxacin,H019,725,157,21.655172413793103,12000000,1273.501777695492,3.6755186716327444
2015,Islamabad,A.baumannii,Ciprofloxacin,H027,229,17,7.423580786026202,2000000,1599.7978154104203,3.5072015221230686
2016,Islamabad,A.baumannii,Ciprofloxacin,H032,510,52,10.196078431372548,2000000,1485.219431715086,3.4928817732725292
2017,Islamabad,A.baumannii,Ciprofloxacin,H027,354,17,4.80225988700565,2000000,1550.576400803402,2.9362925349269062
2018,Islamabad,A.baumannii,Ciprofloxacin,H030,929,160,17.222820236813778,2000000,1361.3478700630367,3.136229323456064
2019,Islamabad,A.baumannii,Ciprofloxacin,H004,238,22,9.243697478991598,2000000,1621.2511775549501,3.7999679864151403
2020,Islamabad,A.baumannii,Ciprofloxacin,H024,931,128,13.748657357679914,2000000,1257.5852959882468,3.5701042321743444
2021,Islamabad,A.baumannii,Ciprofloxacin,H028,712,84,11.797752808988763,2000000,1265.9593405667692,2.9581928993575275
2022,Islamabad,A.baumannii,Ciprofloxacin,H003,692,142,20.520231213872833,2000000,1272.7229812648147,3.4001015461981297
2023,Islamabad,A.baumannii,Ciprofloxacin,H046,849,185,21.790341578327443,2000000,1601.0418003425002,3.063647207338363
2024,Islamabad,A.baumannii,Ciprofloxacin,H040,198,80,40.4040404040404,2000000,1695.4664669930935,3.3942992966622114
2015,Punjab,S.pneumoniae,Ciprofloxacin,H006,525,78,14.857142857142858,110000000,1785.444448236376,3.441899813245982
2016,Punjab,S.pneumoniae,Ciprofloxacin,H036,496,78,15.725806451612904,110000000,1258.024066966027,3.646167014259845
2017,Punjab,S.pneumoniae,Ciprofloxacin,H042,547,33,6.032906764168191,110000000,1497.9882169514894,2.7998135706875473
2018,Punjab,S.pneumoniae,Ciprofloxacin,H048,284,48,16.901408450704224,110000000,1405.7914561126381,3.6702396830078214
2019,Punjab,S.pneumoniae,Ciprofloxacin,H030,961,70,7.284079084287201,110000000,1402.8624655678868,2.824002202018164
2020,Punjab,S.pneumoniae,Ciprofloxacin,H048,386,144,37.30569948186528,110000000,1702.253534970805,3.244899867917411
2021,Punjab,S.pneumoniae,Ciprofloxacin,H010,150,29,19.333333333333332,110000000,1621.904021082446,3.5188326567877084
2022,Punjab,S.pneumoniae,Ciprofloxacin,H025,837,109,13.022700119474312,110000000,1577.4121323600411,3.0229187473887578
2023,Punjab,S.pneumoniae,Ciprofloxacin,H038,991,228,23.007063572149345,110000000,1740.4952161945403,2.559993528528139
2024,Punjab,S.pneumoniae,Ciprofloxacin,H036,628,166,26.43312101910828,110000000,1645.7468430977315,3.86192422977183
2015,Sindh,S.pneumoniae,Ciprofloxacin,H041,556,118,21.223021582733814,48000000,1489.8045284673572,2.6398979544173926
2016,Sindh,S.pneumoniae,Ciprofloxacin,H025,726,167,23.002754820936637,48000000,1577.8926139231771,3.2817085629794747
